feedback_id,customer_id,product,category,feedback_text,rating,sentiment,satisfaction_score,date,region,customer_type,feedback_text_cleaned,tokens,tokens_no_stopwords,tokens_lemmatized,feedback_processed
FB1376,CUST1421,Product B,Customer Service,Customer support is unhelpful and rude.,1,Negative,13,2025-09-07,East,New,customer support is unhelpful and rude.,"['customer', 'support', 'is', 'unhelpful', 'and', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']","['customer', 'support', 'unhelpful', 'rude', '.']",customer support unhelpful rude .
FB1377,CUST8715,Product D,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,62,2025-02-26,East,New,neutral feelings about this. it works but not impressive.,"['neutral', 'feelings', 'about', 'this', '.', 'it', 'works', 'but', 'not', 'impressive', '.']","['neutral', 'feelings', '.', 'works', 'impressive', '.']","['neutral', 'feeling', '.', 'work', 'impressive', '.']",neutral feeling . work impressive .
FB1378,CUST7249,Product C,Customer Service,The delivery took too long and the product was damaged.,2,Negative,38,2025-08-18,West,New,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1379,CUST2009,Product B,Features,The delivery was fast and the product is exactly as described.,4,Positive,88,2024-07-26,North,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1380,CUST4727,Product E,Product Quality,Very happy with my purchase. Great product!,5,Positive,98,2025-09-14,West,Premium,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1381,CUST4860,Product D,Delivery,"It's fine, works as expected but nothing exceptional.",3,Neutral,68,2025-01-01,North,Returning,"its fine, works as expected but nothing exceptional.","['its', 'fine', ',', 'works', 'as', 'expected', 'but', 'nothing', 'exceptional', '.']","['fine', ',', 'works', 'expected', 'nothing', 'exceptional', '.']","['fine', ',', 'work', 'expected', 'nothing', 'exceptional', '.']","fine , work expected nothing exceptional ."
FB1382,CUST8357,Product B,Customer Service,Complete waste of money. Very unsatisfied.,1,Negative,13,2023-12-05,South,New,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1383,CUST3422,Product E,Delivery,Amazing experience! The product exceeded my expectations.,5,Positive,86,2024-03-08,East,Premium,amazing experience! the product exceeded my expectations.,"['amazing', 'experience', '!', 'the', 'product', 'exceeded', 'my', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectations', '.']","['amazing', 'experience', '!', 'product', 'exceeded', 'expectation', '.']",amazing experience ! product exceeded expectation .
FB1384,CUST6343,Product C,User Experience,Very happy with my purchase. Great product!,5,Positive,97,2024-01-07,West,New,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1385,CUST7790,Product B,Customer Service,Complete waste of money. Very unsatisfied.,2,Negative,13,2025-10-17,North,New,complete waste of money. very unsatisfied.,"['complete', 'waste', 'of', 'money', '.', 'very', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']","['complete', 'waste', 'money', '.', 'unsatisfied', '.']",complete waste money . unsatisfied .
FB1386,CUST7732,Product C,Pricing,Overpriced and low quality. Would not recommend.,2,Negative,38,2025-05-29,West,Premium,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1387,CUST3356,Product E,User Experience,Great value for money. Highly recommend to everyone!,5,Positive,92,2025-07-15,West,New,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1388,CUST1807,Product D,Delivery,Average quality for the price. Neither good nor bad.,3,Neutral,57,2024-12-09,East,New,average quality for the price. neither good nor bad.,"['average', 'quality', 'for', 'the', 'price', '.', 'neither', 'good', 'nor', 'bad', '.']","['average', 'quality', 'price', '.', 'neither', 'good', 'bad', '.']","['average', 'quality', 'price', '.', 'neither', 'good', 'bad', '.']",average quality price . neither good bad .
FB1389,CUST5593,Product D,Features,Neutral feelings about this. It works but not impressive.,3,Neutral,59,2024-10-10,North,New,neutral feelings about this. it works but not impressive.,"['neutral', 'feelings', 'about', 'this', '.', 'it', 'works', 'but', 'not', 'impressive', '.']","['neutral', 'feelings', '.', 'works', 'impressive', '.']","['neutral', 'feeling', '.', 'work', 'impressive', '.']",neutral feeling . work impressive .
FB1390,CUST7828,Product E,Features,Fantastic! Will definitely order again.,5,Positive,88,2024-03-16,North,New,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1391,CUST7126,Product A,User Experience,Five stars! The quality is superb and the price is reasonable.,5,Positive,96,2025-01-25,South,New,five stars! the quality is superb and the price is reasonable.,"['five', 'stars', '!', 'the', 'quality', 'is', 'superb', 'and', 'the', 'price', 'is', 'reasonable', '.']","['five', 'stars', '!', 'quality', 'superb', 'price', 'reasonable', '.']","['five', 'star', '!', 'quality', 'superb', 'price', 'reasonable', '.']",five star ! quality superb price reasonable .
FB1392,CUST9589,Product E,Product Quality,Bad experience. The product arrived late and broken.,1,Negative,34,2024-09-13,South,New,bad experience. the product arrived late and broken.,"['bad', 'experience', '.', 'the', 'product', 'arrived', 'late', 'and', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']","['bad', 'experience', '.', 'product', 'arrived', 'late', 'broken', '.']",bad experience . product arrived late broken .
FB1393,CUST8478,Product A,Delivery,The product meets basic expectations but nothing more.,3,Neutral,51,2024-05-23,South,Returning,the product meets basic expectations but nothing more.,"['the', 'product', 'meets', 'basic', 'expectations', 'but', 'nothing', 'more', '.']","['product', 'meets', 'basic', 'expectations', 'nothing', '.']","['product', 'meet', 'basic', 'expectation', 'nothing', '.']",product meet basic expectation nothing .
FB1394,CUST3029,Product A,Customer Service,"Mixed feelings. Some aspects are good, others need improvement.",3,Neutral,62,2024-11-11,East,Returning,"mixed feelings. some aspects are good, others need improvement.","['mixed', 'feelings', '.', 'some', 'aspects', 'are', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feelings', '.', 'aspects', 'good', ',', 'others', 'need', 'improvement', '.']","['mixed', 'feeling', '.', 'aspect', 'good', ',', 'others', 'need', 'improvement', '.']","mixed feeling . aspect good , others need improvement ."
FB1395,CUST3679,Product C,Features,Fantastic! Will definitely order again.,5,Positive,91,2025-06-30,North,Returning,fantastic! will definitely order again.,"['fantastic', '!', 'will', 'definitely', 'order', 'again', '.']","['fantastic', '!', 'definitely', 'order', '.']","['fantastic', '!', 'definitely', 'order', '.']",fantastic ! definitely order .
FB1396,CUST4688,Product B,Delivery,Great value for money. Highly recommend to everyone!,4,Positive,87,2023-11-28,West,Premium,great value for money. highly recommend to everyone!,"['great', 'value', 'for', 'money', '.', 'highly', 'recommend', 'to', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']","['great', 'value', 'money', '.', 'highly', 'recommend', 'everyone', '!']",great value money . highly recommend everyone !
FB1397,CUST3167,Product B,User Experience,"The product is okay, nothing special but does the job.",3,Neutral,65,2023-11-20,North,New,"the product is okay, nothing special but does the job.","['the', 'product', 'is', 'okay', ',', 'nothing', 'special', 'but', 'does', 'the', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","['product', 'okay', ',', 'nothing', 'special', 'job', '.']","product okay , nothing special job ."
FB1398,CUST7168,Product C,Pricing,Overpriced and low quality. Would not recommend.,2,Negative,23,2024-07-15,East,New,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1399,CUST2676,Product A,User Experience,Very happy with my purchase. Great product!,5,Positive,98,2025-02-19,East,Premium,very happy with my purchase. great product!,"['very', 'happy', 'with', 'my', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']","['happy', 'purchase', '.', 'great', 'product', '!']",happy purchase . great product !
FB1400,CUST2771,Product D,Product Quality,Overpriced and low quality. Would not recommend.,2,Negative,31,2025-08-23,East,Returning,overpriced and low quality. would not recommend.,"['overpriced', 'and', 'low', 'quality', '.', 'would', 'not', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']","['overpriced', 'low', 'quality', '.', 'would', 'recommend', '.']",overpriced low quality . would recommend .
FB1401,CUST5895,Product B,Customer Service,The delivery was fast and the product is exactly as described.,5,Positive,100,2025-08-16,South,New,the delivery was fast and the product is exactly as described.,"['the', 'delivery', 'was', 'fast', 'and', 'the', 'product', 'is', 'exactly', 'as', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']","['delivery', 'fast', 'product', 'exactly', 'described', '.']",delivery fast product exactly described .
FB1402,CUST9148,Product C,Delivery,I love this product! It's exactly what I needed.,4,Positive,80,2025-07-06,West,Returning,i love this product! its exactly what i needed.,"['i', 'love', 'this', 'product', '!', 'its', 'exactly', 'what', 'i', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']","['love', 'product', '!', 'exactly', 'needed', '.']",love product ! exactly needed .
FB1403,CUST4643,Product E,Features,The product quality is subpar and doesn't meet expectations.,1,Negative,20,2024-12-01,West,Premium,the product quality is subpar and doesnt meet expectations.,"['the', 'product', 'quality', 'is', 'subpar', 'and', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectations', '.']","['product', 'quality', 'subpar', 'doesnt', 'meet', 'expectation', '.']",product quality subpar doesnt meet expectation .
FB1404,CUST2599,Product D,Customer Service,The delivery took too long and the product was damaged.,1,Negative,19,2024-11-01,East,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
FB1405,CUST2463,Product B,Delivery,The delivery took too long and the product was damaged.,2,Negative,30,2025-05-25,South,Premium,the delivery took too long and the product was damaged.,"['the', 'delivery', 'took', 'too', 'long', 'and', 'the', 'product', 'was', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']","['delivery', 'took', 'long', 'product', 'damaged', '.']",delivery took long product damaged .
